url,verdict,coverageState,robotsTxtState,indexingState,pageFetchState,lastCrawlTime,canonicalUrl_user,canonicalUrl_google,sitemaps
https://activitywiz.com/he/youth/content/peak,NEUTRAL,Duplicate without user-selected canonical,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-08-01T23:22:47Z,,https://activitywiz.com/en/youth,
https://activitywiz.com/he/youth/content/games/champion,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:19:53Z,https://activitywiz.com/en/youth/content/games/champion,https://activitywiz.com/he/youth/content/games/champion,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/games/bingo,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:24:29Z,https://activitywiz.com/en/youth/content/games/bingo,https://activitywiz.com/he/youth/content/games/bingo,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/games/chaos,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-08-11T17:33:52Z,https://activitywiz.com/he/youth/content/games/chaos,https://activitywiz.com/he/youth/content/games/chaos,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/games/laugh,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:25:51Z,https://activitywiz.com/en/youth/content/games/laugh,https://activitywiz.com/he/youth/content/games/laugh,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/games/evolution,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:24:35Z,https://activitywiz.com/en/youth/content/games/evolution,https://activitywiz.com/he/youth/content/games/evolution,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/games/machine,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-08-06T17:39:41Z,https://activitywiz.com/he/youth/content/games/machine,https://activitywiz.com/he/youth/content/games/machine,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/games/whistle,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:31:15Z,https://activitywiz.com/en/youth/content/games/whistle,https://activitywiz.com/he/youth/content/games/whistle,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/games/pantomime,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:20:34Z,https://activitywiz.com/he/youth/content/games/pantomime,https://activitywiz.com/he/youth/content/games/pantomime,
https://activitywiz.com/he/youth/content/games/balloon,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:24:32Z,https://activitywiz.com/en/youth/content/games/balloon,https://activitywiz.com/he/youth/content/games/balloon,
https://activitywiz.com/he/youth/content/games/sing,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:52:18Z,https://activitywiz.com/en/youth/content/games/sing,https://activitywiz.com/he/youth/content/games/sing,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/games/circle,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-07-15T20:08:34Z,https://activitywiz.com/he/youth/content/games/circle,https://activitywiz.com/he/youth/content/games/circle,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/games/flag,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:19:57Z,https://activitywiz.com/en/youth/content/games/flag,https://activitywiz.com/he/youth/content/games/flag,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/games/dialogue,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-08-06T17:06:04Z,https://activitywiz.com/he/youth/content/games/dialogue,https://activitywiz.com/he/youth/content/games/dialogue,
https://activitywiz.com/he/youth/content/games/funny,NEUTRAL,Page with redirect,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-07-23T11:20:28Z,,https://activitywiz.com/en/youth,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/games/wind,NEUTRAL,Page with redirect,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-07-14T01:13:24Z,https://activitywiz.com/en/youth/content/games/wind,https://activitywiz.com/en/youth,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/games/rabbit,NEUTRAL,Page with redirect,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-07-14T22:09:19Z,https://activitywiz.com/en/youth/content/games/rabbit,https://activitywiz.com/en/youth,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/games/hockey,NEUTRAL,Page with redirect,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-07-21T22:03:37Z,,https://activitywiz.com/en/youth,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/games/kettle,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:34:18Z,https://activitywiz.com/en/youth/content/games/kettle,https://activitywiz.com/he/youth/content/games/kettle,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/games/character,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-07-15T16:04:36Z,https://activitywiz.com/en/youth/content/games/character,https://activitywiz.com/he/youth/content/games/character,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/games/killer,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-07-08T11:16:38Z,https://activitywiz.com/en/youth/content/games/killer,https://activitywiz.com/he/youth/content/games/killer,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/games/ball,NEUTRAL,Page with redirect,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-07-17T22:08:08Z,,https://activitywiz.com/en/youth,
https://activitywiz.com/he/youth/content/games/story,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-07-05T14:21:35Z,https://activitywiz.com/en/youth/content/games/story,https://activitywiz.com/he/youth/content/games/story,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/holidays/roshHashanah,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:23:40Z,https://activitywiz.com/he/youth/content/holidays/roshHashanah,https://activitywiz.com/he/youth/content/holidays/roshHashanah,
https://activitywiz.com/he/youth/content/holidays/yomKippur,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:22:50Z,https://activitywiz.com/en/youth/content/holidays/yomKippur,https://activitywiz.com/he/youth/content/holidays/yomKippur,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/holidays/sukkot,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-07-22T18:11:07Z,,https://activitywiz.com/he/youth/content/holidays/sukkot,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/holidays/sigad,NEUTRAL,"Duplicate, Google chose different canonical than user",ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-08-06T05:12:13Z,https://activitywiz.com/he/youth/content/holidays/sigad,,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/holidays/hanukkah,NEUTRAL,Page with redirect,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-07-09T01:56:55Z,https://activitywiz.com/en/youth/content/holidays/hanukkah,https://activitywiz.com/en/youth,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/holidays/christmas,NEUTRAL,Page with redirect,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-07-21T20:48:12Z,,,
https://activitywiz.com/he/youth/content/holidays/valentine,NEUTRAL,Page with redirect,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:20:22Z,https://activitywiz.com/en/youth/content/holidays/valentine,https://activitywiz.com/en/youth,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/holidays/tuBshvat,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:28:27Z,https://activitywiz.com/en/youth/content/holidays/tuBshvat,https://activitywiz.com/he/youth/content/holidays/tuBshvat,
https://activitywiz.com/he/youth/content/holidays/tuBshvatGame,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:29:24Z,,https://activitywiz.com/he/youth/content/holidays/tuBshvatGame,
https://activitywiz.com/he/youth/content/holidays/purim,NEUTRAL,"Duplicate, Google chose different canonical than user",ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-08-06T05:14:19Z,https://activitywiz.com/he/youth/content/holidays/purim,https://activitywiz.com/en/youth,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/holidays/purimGames,NEUTRAL,Page with redirect,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-07-22T16:49:58Z,,https://activitywiz.com/en/youth,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/holidays/pesah,NEUTRAL,Page with redirect,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-07-14T20:18:45Z,https://activitywiz.com/en/youth/content/holidays/pesah,https://activitywiz.com/en/youth,
https://activitywiz.com/he/youth/content/holidays/pesah4sons,NEUTRAL,Page with redirect,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-07-19T09:33:47Z,,https://activitywiz.com/en/youth,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/holidays/yomshoa,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:21:34Z,https://activitywiz.com/en/youth/content/holidays/yomshoa,https://activitywiz.com/he/youth/content/holidays/yomshoa,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/holidays/yomzikaron,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:49:14Z,https://activitywiz.com/en/youth/content/holidays/yomzikaron,https://activitywiz.com/he/youth/content/holidays/yomzikaron,
https://activitywiz.com/he/youth/content/holidays/yomazmaut,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:53:54Z,https://activitywiz.com/he/youth/content/holidays/yomazmaut,https://activitywiz.com/he/youth/content/holidays/yomazmaut,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/holidays/lagBaomer,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:19:54Z,https://activitywiz.com/he/youth/content/holidays/lagBaomer,https://activitywiz.com/he/youth/content/holidays/lagBaomer,
https://activitywiz.com/he/youth/content/holidays/shavuot,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:20:34Z,https://activitywiz.com/en/youth/content/holidays/shavuot,https://activitywiz.com/he/youth/content/holidays/shavuot,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/holidays/9Av,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T18:44:34Z,https://activitywiz.com/he/youth/content/holidays/9Av,https://activitywiz.com/he/youth/content/holidays/9Av,
https://activitywiz.com/he/youth/content/holidays/TuAv,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:45:57Z,https://activitywiz.com/en/youth/content/holidays/TuAv,https://activitywiz.com/he/youth/content/holidays/TuAv,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/israel/idf,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:24:27Z,https://activitywiz.com/he/youth/content/israel/idf,https://activitywiz.com/he/youth/content/israel/idf,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/israel/AliyahToIsrael,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-07-08T14:19:28Z,https://activitywiz.com/en/youth/content/israel/AliyahToIsrael,https://activitywiz.com/he/youth/content/israel/AliyahToIsrael,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/israel/Entebbe,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:22:48Z,,https://activitywiz.com/he/youth/content/israel/Entebbe,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/israel/kaftet,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:25:15Z,https://activitywiz.com/he/youth/content/israel/kaftet,https://activitywiz.com/he/youth/content/israel/kaftet,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/personalities/isaacRabin,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:23:59Z,https://activitywiz.com/he/youth/content/personalities/isaacRabin,https://activitywiz.com/he/youth/content/personalities/isaacRabin,
https://activitywiz.com/he/youth/content/personalities/benGurion,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-07-18T08:34:21Z,,https://activitywiz.com/he/youth/content/personalities/benGurion,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/personalities/begin,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-08-11T15:49:22Z,https://activitywiz.com/he/youth/content/personalities/begin,https://activitywiz.com/he/youth/content/personalities/begin,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/personalities/jabotinsky,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:20:23Z,https://activitywiz.com/he/youth/content/personalities/jabotinsky,https://activitywiz.com/he/youth/content/personalities/jabotinsky,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/intro/Introduction,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-07-21T16:04:21Z,,https://activitywiz.com/he/youth/content/intro/Introduction,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/intro/newFriends,NEUTRAL,Page with redirect,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-07-19T05:06:41Z,,https://activitywiz.com/en/youth,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/intro/introAdventure,NEUTRAL,Page with redirect,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-07-19T14:24:37Z,,https://activitywiz.com/en/youth,
https://activitywiz.com/he/youth/content/intro/openYear,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:24:52Z,https://activitywiz.com/he/youth/content/intro/openYear,https://activitywiz.com/he/youth/content/intro/openYear,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/intro/newyear,NEUTRAL,Page with redirect,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-08-11T16:42:30Z,https://activitywiz.com/he/youth/content/intro,https://activitywiz.com/en/youth,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/friendship/friendsForever,NEUTRAL,"Duplicate, Google chose different canonical than user",ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-08-06T10:01:07Z,https://activitywiz.com/he/youth/content/friendship/friendsForever,https://activitywiz.com/en/youth,
https://activitywiz.com/he/youth/content/friendship/journey,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:25:14Z,https://activitywiz.com/he/youth/content/friendship/journey,https://activitywiz.com/he/youth/content/friendship/journey,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/friendship/friendsGame,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:33:29Z,,https://activitywiz.com/he/youth/content/friendship/friendsGame,
https://activitywiz.com/he/youth/content/friendship/secretFriend,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:23:31Z,https://activitywiz.com/he/youth/content/friendship/secretFriend,https://activitywiz.com/he/youth/content/friendship/secretFriend,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/sevenOct/memory,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:19:55Z,https://activitywiz.com/he/youth/content/sevenOct/memory,https://activitywiz.com/he/youth/content/sevenOct/memory,
https://activitywiz.com/he/youth/content/sevenOct/regeneration,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-07-05T18:58:25Z,https://activitywiz.com/en/youth/content/sevenOct/regeneration,https://activitywiz.com/he/youth/content/sevenOct/regeneration,
https://activitywiz.com/he/youth/content/sevenOct/haravotBarzel,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:26:45Z,https://activitywiz.com/en/youth/content/sevenOct/haravotBarzel,https://activitywiz.com/he/youth/content/sevenOct/haravotBarzel,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/sevenOct/emotional,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:26:09Z,https://activitywiz.com/he/youth/content/sevenOct/emotional,https://activitywiz.com/he/youth/content/sevenOct/emotional,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/responsibility/responsibilityGames,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:48:53Z,https://activitywiz.com/he/youth/content/responsibility/responsibilityGames,https://activitywiz.com/he/youth/content/responsibility/responsibilityGames,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/responsibility/circlesResponsibility,NEUTRAL,Page with redirect,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-07-18T14:19:11Z,,https://activitywiz.com/en/youth,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/responsibility/keySuccess,NEUTRAL,"Duplicate, Google chose different canonical than user",ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-08-07T07:51:52Z,https://activitywiz.com/he/youth/content/responsibility/keySuccess,https://activitywiz.com/en/youth,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/responsibility/respect,NEUTRAL,Page with redirect,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:23:47Z,https://activitywiz.com/en/youth/content/responsibility/respect,https://activitywiz.com/en/youth,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/environmental/greenInventors,NEUTRAL,Page with redirect,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-07-14T22:08:49Z,https://activitywiz.com/en/youth/content/environmental/greenInventors,https://activitywiz.com/en/youth,
https://activitywiz.com/he/youth/content/environmental/zeroWaste,NEUTRAL,Page with redirect,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-07-15T07:58:49Z,https://activitywiz.com/en/youth/content/environmental/zeroWaste,https://activitywiz.com/en/youth,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/environmental/savingGlobe,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:27:41Z,https://activitywiz.com/he/youth/content/environmental/savingGlobe,https://activitywiz.com/he/youth/content/environmental/savingGlobe,
https://activitywiz.com/he/youth/content/seasons/winterWorld,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-08-11T15:54:13Z,https://activitywiz.com/he/youth/content/seasons/winterWorld,https://activitywiz.com/he/youth/content/seasons/winterWorld,https://activitywiz.com/sitemap.xml
https://activitywiz.com/he/youth/content/seasons/summerAdventure,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:23:39Z,https://activitywiz.com/en/youth/content/seasons/summerAdventure,https://activitywiz.com/he/youth/content/seasons/summerAdventure,
https://activitywiz.com/he/youth/content/seasons/springBlossom,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:26:50Z,https://activitywiz.com/he/youth/content/seasons/springBlossom,https://activitywiz.com/he/youth/content/seasons/springBlossom,
https://activitywiz.com/he/youth/content/seasons/autumnJourney,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2025-06-16T16:54:21Z,https://activitywiz.com/he/youth/content/seasons/autumnJourney,https://activitywiz.com/he/youth/content/seasons/autumnJourney,
